sta,group,ecoreg,date,log_q1_mon,sci_1mo,sci_2mo,sci_3mo,sci_4mo,sci_6mo,sci_9mo,sci_12mo,season,trend,remainder,remainder_l1,remainder_l2,anomaly,final_group
bat_her,Black Hills Plateau,Black Hills Plateau,1990-08-15,1.216,-1.021,-0.882,-0.723,-0.837,-1.11,-1.27,-1.485,-0.0528846649742287,-1.23043347653366,0.262318141507886,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1990-09-15,1.082,-1.181,-1.108,-0.982,-0.838,-1.02,-1.218,-1.336,0.0113525193373737,-1.20874434373843,0.0163918244010601,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1990-10-15,1.186,-1.056,-1.144,-1.109,-1.008,-0.933,-1.173,-1.275,-0.00868713989143011,-1.18705521094321,0.139742350834641,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1990-11-15,1.198,-1.228,-1.15,-1.177,-1.111,-0.912,-1.12,-1.239,0.102549482307339,-1.16431559615507,-0.166233886152269,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1990-12-15,1.118,-1.286,-1.259,-1.195,-1.227,-1.052,-1.062,-1.203,0.0879648198039955,-1.14157598136693,-0.232388838437067,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1991-01-15,1.06,-1.352,-1.318,-1.29,-1.228,-1.2,-0.994,-1.194,0.11247331614036,-1.11883636657879,-0.345636949561572,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1991-02-15,1.119,-1.18,-1.269,-1.274,-1.264,-1.262,-0.983,-1.147,0.115065242201054,-1.09609675179065,-0.198968490410406,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1991-03-15,1.155,-1.156,-1.17,-1.23,-1.245,-1.211,-1.131,-1.092,0.108285602215752,-1.07335713700251,-0.190928465213246,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1991-04-15,1.216,-1.133,-1.157,-1.168,-1.217,-1.233,-1.225,-1.026,0.0994839715921776,-1.05061752221437,-0.181866449377812,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1991-05-15,2.206,0.341,-0.417,-0.671,-0.803,-0.985,-1.133,-0.987,-0.137675856849576,-1.02796754442513,1.5066434012747,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1991-06-15,2.789,1.203,0.793,0.118,-0.174,-0.536,-0.79,-0.919,-0.248929463634377,-1.00531756663589,2.45724703027026,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1991-07-15,1.971,-0.037,0.635,0.513,0.066,-0.301,-0.632,-0.866,-0.188997828121346,-0.982667588846645,1.13466541696799,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1991-08-15,1.553,-0.529,-0.304,0.211,0.183,-0.211,-0.552,-0.827,-0.0528846649742287,-0.960017611057405,0.483902276031633,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1991-09-15,1.507,-0.565,-0.547,-0.38,-0.006,-0.142,-0.469,-0.67,0.0113525193373737,-0.937367633268164,0.36101511393079,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1991-10-15,1.498,-0.692,-0.633,-0.584,-0.433,-0.277,-0.396,-0.61,-0.00868713989143011,-0.914717655478924,0.231404795370354,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1991-11-15,1.574,-0.466,-0.573,-0.615,-0.595,-0.256,-0.35,-0.561,0.102549482307339,-0.887052655962746,0.318503173655407,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1991-12-15,1.549,-0.427,-0.448,-0.529,-0.586,-0.493,-0.303,-0.503,0.0879648198039955,-0.85938765644657,0.344422836642574,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1992-01-15,1.437,-0.565,-0.498,-0.488,-0.539,-0.583,-0.308,-0.455,0.11247331614036,-0.831722656930393,0.154249340790033,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1992-02-15,1.404,-0.605,-0.585,-0.535,-0.518,-0.605,-0.394,-0.426,0.115065242201054,-0.804057657414216,0.083992415213162,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1992-03-15,1.465,-0.555,-0.58,-0.576,-0.54,-0.553,-0.528,-0.397,0.108285602215752,-0.776392657898039,0.113107055682286,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1992-04-15,1.394,-0.772,-0.663,-0.644,-0.626,-0.567,-0.62,-0.406,0.0994839715921776,-0.748727658381862,-0.122756313210316,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1992-05-15,1.425,-1.009,-0.962,-0.859,-0.807,-0.714,-0.723,-0.487,-0.137675856849576,-0.720873056008377,-0.150451087142046,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1992-06-15,1.403,-1.041,-1.036,-1.01,-0.959,-0.878,-0.767,-0.705,-0.248929463634377,-0.693018453634893,-0.0990520827307296,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1992-07-15,1.447,-0.771,-0.91,-0.945,-0.945,-0.895,-0.794,-0.81,-0.188997828121346,-0.665163851261409,0.083161679382755,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1992-08-15,1.421,-0.733,-0.759,-0.865,-0.896,-0.89,-0.819,-0.849,-0.0528846649742287,-0.637309248887925,-0.0428060861378464,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1992-09-15,1.436,-0.679,-0.708,-0.74,-0.828,-0.878,-0.833,-0.771,0.0113525193373737,-0.609454646514441,-0.0808978728229331,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1992-10-15,1.409,-0.804,-0.755,-0.739,-0.745,-0.871,-0.832,-0.773,-0.00868713989143011,-0.581600044140957,-0.213712815967613,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1992-11-15,1.402,-0.827,-0.805,-0.797,-0.773,-0.82,-0.851,-0.806,0.102549482307339,-0.562516524400883,-0.367032957906456,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1992-12-15,1.242,-1.054,-0.944,-0.883,-0.868,-0.812,-0.885,-0.851,0.0879648198039955,-0.54343300466081,-0.598531815143185,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1993-01-15,1.209,-1.053,-1.055,-0.981,-0.921,-0.872,-0.881,-0.88,0.11247331614036,-0.524349484920737,-0.641123831219623,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1993-02-15,1.171,-1.081,-1.07,-1.065,-1.007,-0.948,-0.879,-0.906,0.115065242201054,-0.505265965180664,-0.69079927702039,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1993-03-15,1.332,-0.826,-0.954,-0.987,-1.005,-0.933,-0.882,-0.914,0.108285602215752,-0.486182445440591,-0.448103156775162,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1993-04-15,1.535,-0.471,-0.655,-0.804,-0.868,-0.895,-0.878,-0.88,0.0994839715921776,-0.467098925700518,-0.10338504589166,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1993-05-15,2.485,0.955,0.236,-0.118,-0.369,-0.609,-0.73,-0.785,-0.137675856849576,-0.450045983914842,1.54272184076442,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1993-06-15,2.726,1.073,1.04,0.542,0.233,-0.202,-0.453,-0.603,-0.248929463634377,-0.432993042129166,1.75492250576354,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1993-07-15,2.266,0.583,0.908,0.926,0.55,0.086,-0.269,-0.47,-0.188997828121346,-0.41594010034349,1.18793792846484,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1993-08-15,2.057,0.49,0.492,0.783,0.79,0.352,-0.115,-0.358,-0.0528846649742287,-0.398887158557814,0.941771823532043,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1993-09-15,1.98,0.411,0.462,0.491,0.684,0.538,0.056,-0.192,0.0113525193373737,-0.381834216772139,0.781481697434765,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1993-10-15,2,0.164,0.344,0.44,0.494,0.352,0.212,-0.079,-0.00868713989143011,-0.364781274986463,0.537468414877893,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1993-11-15,1.996,0.534,0.45,0.374,0.374,0.498,0.36,0.012,0.102549482307339,-0.334099027420881,0.765549545113542,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1993-12-15,1.961,0.593,0.563,0.502,0.439,0.401,0.477,0.131,0.0879648198039955,-0.303416779855299,0.808451960051304,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1994-01-15,1.857,0.46,0.524,0.529,0.49,0.436,0.458,0.235,0.11247331614036,-0.272734532289717,0.620261216149357,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1994-02-15,1.706,0.097,0.279,0.378,0.42,0.37,0.335,0.312,0.115065242201054,-0.242052284724136,0.223987042523082,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1994-03-15,1.864,0.43,0.257,0.328,0.392,0.413,0.39,0.385,0.108285602215752,-0.211370037158554,0.533084434942801,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1994-04-15,1.822,0.203,0.323,0.249,0.304,0.391,0.371,0.352,0.0994839715921776,-0.180687789592972,0.284203818000794,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1994-05-15,1.867,-0.298,-0.143,0.043,0.066,0.222,0.266,0.348,-0.137675856849576,-0.142641340802786,-0.0176828023476379,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1994-06-15,1.777,-0.531,-0.446,-0.364,-0.194,-0.032,0.157,0.218,-0.248929463634377,-0.1045948920126,-0.177475644353023,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1994-07-15,1.55,-0.647,-0.596,-0.53,-0.459,-0.256,-0.003,0.081,-0.188997828121346,-0.0665484432224142,-0.39145372865624,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1994-08-15,1.457,-0.68,-0.672,-0.636,-0.587,-0.389,-0.156,-0.044,-0.0528846649742287,-0.0285019944322283,-0.598613340593543,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1994-09-15,1.485,-0.601,-0.643,-0.653,-0.637,-0.519,-0.285,-0.092,0.0113525193373737,0.00954445435795756,-0.621896973695331,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1994-10-15,1.594,-0.563,-0.575,-0.597,-0.609,-0.661,-0.373,-0.168,-0.00868713989143011,0.0475909031481434,-0.601903763256713,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1994-11-15,1.642,-0.318,-0.418,-0.534,-0.577,-0.606,-0.434,-0.253,0.102549482307339,0.0829005267262286,-0.503450009033568,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1994-12-15,1.619,-0.27,-0.296,-0.372,-0.485,-0.573,-0.506,-0.33,0.0879648198039955,0.118210150304314,-0.476174970108309,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1995-01-15,1.55,-0.307,-0.292,-0.3,-0.359,-0.513,-0.57,-0.398,0.11247331614036,0.153519773882399,-0.572993090022759,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1995-02-15,1.553,-0.273,-0.288,-0.286,-0.294,-0.445,-0.572,-0.439,0.115065242201054,0.188829397460484,-0.576894639661538,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1995-03-15,1.58,-0.301,-0.287,-0.293,-0.29,-0.337,-0.513,-0.496,0.108285602215752,0.224139021038569,-0.633424623254322,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1995-04-15,1.628,-0.26,-0.274,-0.272,-0.28,-0.287,-0.457,-0.545,0.0994839715921776,0.259448644616654,-0.618932616208832,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1995-05-15,2.895,2.121,0.943,0.529,0.324,0.113,-0.161,-0.368,-0.137675856849576,0.293997103687121,1.96467875316246,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1995-06-15,3.055,1.808,2.09,1.477,1.011,0.565,0.234,-0.103,-0.248929463634377,0.328545562757587,1.72838390087679,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1995-07-15,2.517,1.566,1.82,2.153,1.547,0.873,0.467,0.111,-0.188997828121346,0.363094021828053,1.39190380629329,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1995-08-15,2.188,0.877,1.152,1.613,2.068,1.094,0.619,0.279,-0.0528846649742287,0.39764248089852,0.532242184075709,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1995-09-15,2.136,0.902,0.902,1.095,1.477,1.326,0.757,0.462,0.0113525193373737,0.432190939968986,0.458456540693641,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1995-10-15,2.13,0.537,0.806,0.883,1.065,1.44,0.886,0.579,-0.00868713989143011,0.466739399039452,0.078947740851978,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1995-11-15,2.131,0.9,0.847,0.821,0.813,1.219,1.019,0.677,0.102549482307339,0.506668810505856,0.290781707186805,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1995-12-15,2.1,1.006,0.953,0.908,0.884,0.935,1.175,0.777,0.0879648198039955,0.546598221972259,0.371436958223746,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1996-01-15,2.014,0.904,0.955,0.938,0.907,0.884,1.321,0.874,0.11247331614036,0.586527633438662,0.204999050420978,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1996-02-15,2.008,0.941,0.925,0.952,0.94,0.891,1.009,0.975,0.115065242201054,0.626457044905066,0.199477712893881,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1996-03-15,2.043,1.02,0.981,0.956,0.97,0.933,0.967,1.088,0.108285602215752,0.666386456371469,0.245327941412779,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1996-04-15,2.034,0.764,0.891,0.912,0.914,0.929,0.898,1.15,0.0994839715921776,0.706315867837872,-0.04179983943005,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1996-05-15,2.376,0.704,0.767,0.887,0.92,0.949,0.915,1.094,-0.137675856849576,0.745977523368048,0.095698333481528,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1996-06-15,2.559,0.744,0.727,0.749,0.89,0.958,0.971,1.023,-0.248929463634377,0.785639178898224,0.207290284736153,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1996-07-15,2.177,0.367,0.608,0.623,0.644,0.856,0.934,0.943,-0.188997828121346,0.8253008344284,-0.269303006307054,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1996-08-15,2.123,0.675,0.463,0.618,0.587,0.78,0.912,0.927,-0.0528846649742287,0.864962489958575,-0.137077824984347,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1996-09-15,2.134,0.894,0.789,0.616,0.659,0.707,0.887,0.934,0.0113525193373737,0.904624145488751,-0.0219766648261247,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1996-10-15,2.207,0.852,0.959,0.895,0.754,0.38,0.879,0.942,-0.00868713989143011,0.944285801018927,-0.0835986611274967,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1996-11-15,2.307,1.426,1.313,1.167,1.001,0.75,0.895,0.978,0.102549482307339,0.971961923743078,0.351488593949583,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1996-12-15,2.054,0.863,1.152,1.144,1.077,0.801,0.814,0.94,0.0879648198039955,0.999638046467229,-0.224602866271224,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1997-01-15,2.169,1.38,1.124,1.23,1.212,1.069,0.74,0.954,0.11247331614036,1.02731416919138,0.24021251466826,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1997-02-15,2.184,1.54,1.457,1.257,1.304,1.218,0.826,0.969,0.115065242201054,1.05499029191553,0.369944465883416,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1997-03-15,2.17,1.546,1.547,1.486,1.319,1.322,1.083,0.96,0.108285602215752,1.08266641463968,0.355047983144566,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1997-04-15,2.235,1.366,1.446,1.482,1.458,1.354,1.225,0.917,0.0994839715921776,1.11034253736383,0.15617349104399,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1997-05-15,2.746,1.648,1.852,1.794,1.739,1.525,1.43,1.22,-0.137675856849576,1.13301020902398,0.652665647825593,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1997-06-15,2.718,1.055,1.357,1.671,1.729,1.683,1.525,1.359,-0.248929463634377,1.15567788068413,0.148251582950243,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1997-07-15,2.349,0.824,1.004,1.254,1.484,1.637,1.526,1.428,-0.188997828121346,1.17834555234428,-0.165347724222939,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1997-08-15,2.321,1.408,1.073,1.125,1.312,1.578,1.531,1.485,-0.0528846649742287,1.20101322400444,0.259871440969793,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1997-09-15,2.303,1.735,1.563,1.303,1.244,1.534,1.626,1.533,0.0113525193373737,1.22368089566459,0.49996658499804,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1997-10-15,2.271,1.261,1.658,1.584,1.402,1.131,1.62,1.538,-0.00868713989143011,1.24634856732474,0.0233385725666928,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1997-11-15,2.246,1.239,1.321,1.471,1.501,1.268,1.588,1.537,0.102549482307339,1.26471383575283,-0.128263318060168,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1997-12-15,2.199,1.328,1.286,1.329,1.424,1.356,1.538,1.601,0.0879648198039955,1.28307910418092,-0.0430439239849145,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
bat_her,Black Hills Plateau,Black Hills Plateau,1998-01-15,2.153,1.329,1.335,1.303,1.334,1.437,1.437,1.594,0.11247331614036,1.30144437260901,-0.0849176887493699,-3.29922184874405,3.29922184874405,No,Black Hills Plateau
